Name,Age,Purchase Amount,Date,Time
Bethany Underwood,39,90.75,02-07-2023,19:12:25
Veronica Cover,36,61.02,02-07-2023,19:12:25
Sidney Criddle,63,61.9,02-07-2023,19:12:25
Gary Rascon,37,31.37,02-07-2023,19:12:25
Thomas Barlow,45,78.08,02-07-2023,19:12:25
Devin Hernandez,23,75.62,02-07-2023,19:12:25
Buford Newstead,53,22.13,02-07-2023,19:12:25
Sarah Nunez,18,24.37,02-07-2023,19:12:25
Douglas Curtis,19,69.06,02-07-2023,19:12:25
Freddy Hoar,18,50.73,02-07-2023,19:12:25
Myrtle Louis,40,72.52,02-07-2023,19:12:25
Mariano Cohen,62,96.62,02-07-2023,19:12:25
Tammy Hope,25,96.37,02-07-2023,19:12:25
Theresa Morrison,27,58.45,02-07-2023,19:12:25
Amy Mitchell,54,74.2,02-07-2023,19:12:25
James Babbitt,41,94.01,02-07-2023,19:12:25
Erin Rice,27,67.5,02-07-2023,19:12:25
Henry Byrd,62,62.34,02-07-2023,19:12:25
Peggy Farmer,60,56.66,02-07-2023,19:12:25
Dale Murphy,40,46.66,02-07-2023,19:12:25
Carolyn Johnson,51,21.67,02-07-2023,19:12:25
Stephanie Pettit,56,56.34,02-07-2023,19:12:25
Gary Lindblad,21,42.41,02-07-2023,19:12:25
Rosie Yerian,48,46.49,02-07-2023,19:12:25
Monica Kelley,27,70.42,02-07-2023,19:12:25
Loren Marsha,45,62.11,02-07-2023,19:12:25
James Chan,46,72.07,02-07-2023,19:12:25
Mary Schlipp,38,37.81,02-07-2023,19:12:25
Herma Boone,37,25.69,02-07-2023,19:12:25
Patrick Finley,54,50.1,02-07-2023,19:12:25
Christopher Fry,56,46.3,02-07-2023,19:12:25
Kay Balzer,33,46.35,02-07-2023,19:12:25
Earl Addison,40,71.44,02-07-2023,19:12:25
Walter Romero,21,90.8,02-07-2023,19:12:25
Phyllis Kuster,33,80.65,02-07-2023,19:12:25
Verda Acton,57,41.38,02-07-2023,19:12:25
Samuel Gann,37,67.54,02-07-2023,19:12:25
Darwin Jefferson,62,86.16,02-07-2023,19:12:25
Mary Suggs,34,98.45,02-07-2023,19:12:25
Gary Dockery,47,69.65,02-07-2023,19:12:25
Robert Neuhaus,30,50.38,02-07-2023,19:12:25
Rea Abbott,63,88.1,02-07-2023,19:12:25
Genevieve Beasley,26,75.56,02-07-2023,19:12:25
Donna Delmoro,42,57.49,02-07-2023,19:12:25
Fernando Gutirrez,51,97.24,02-07-2023,19:12:25
Irene Neese,41,49.68,02-07-2023,19:12:25
Taylor Strei,27,68.71,02-07-2023,19:12:25
Rhonda Shull,37,75.12,02-07-2023,19:12:25
Daniela Villa,27,23.75,02-07-2023,19:12:25
Beverly Phillips,23,97.62,02-07-2023,19:12:25
Weston Allison,37,49.18,02-07-2023,19:12:25
Mark Hackney,34,64.64,02-07-2023,19:12:25
Jonathan Mulligan,44,62.51,02-07-2023,19:12:25
Shane Arcangel,61,55.6,02-07-2023,19:12:25
Jim Marshall,36,34.63,02-07-2023,19:12:25
Diana Truelove,36,94.0,02-07-2023,19:12:25
Jeremy Rizzo,30,89.44,02-07-2023,19:12:25
Genaro Matson,39,32.58,02-07-2023,19:12:25
Jason Lee,59,61.56,02-07-2023,19:12:25
Kimberly Bowmer,20,80.13,02-07-2023,19:12:25
Edgar Parker,63,20.34,02-07-2023,19:12:25
Sharon Kindig,20,56.36,02-07-2023,19:12:25
Nita Ramirez,50,36.62,02-07-2023,19:12:25
Antonio Varrone,64,77.12,02-07-2023,19:12:25
Garry Berry,19,66.62,02-07-2023,19:12:25
Pedro Griffin,51,58.06,02-07-2023,19:12:25
Brenda Abbott,40,50.29,02-07-2023,19:12:25
Cristal Ealy,38,85.65,02-07-2023,19:12:26
Donna Creekmur,46,77.37,02-07-2023,19:12:26
Preston Howard,26,69.65,02-07-2023,19:12:26
Irma Isaacson,28,72.43,02-07-2023,19:12:26
Armando Alvine,36,35.23,02-07-2023,19:12:26
Claude Morgan,21,22.74,02-07-2023,19:12:26
Bonnie Benitez,45,83.42,02-07-2023,19:12:26
Joseph Lewis,47,71.16,02-07-2023,19:12:26
Joyce Bryson,42,66.92,02-07-2023,19:12:26
Brady Oliver,41,63.88,02-07-2023,19:12:26
Gary Kintzel,31,52.26,02-07-2023,19:12:26
Ronald Bowl,39,35.29,02-07-2023,19:12:26
Catherine Moore,26,46.64,02-07-2023,19:12:26
Jason Wilson,18,85.25,02-07-2023,19:12:26
William Spicher,22,23.92,02-07-2023,19:12:26
Tom Gatewood,50,23.59,02-07-2023,19:12:26
Hattie Johansen,40,98.56,02-07-2023,19:12:26
Terry Hardy,30,92.03,02-07-2023,19:12:26
Charles Lyon,61,83.71,02-07-2023,19:12:26
Stephen Greenhill,36,21.35,02-07-2023,19:12:26
Casey Parsons,53,73.63,02-07-2023,19:12:26
Esther Ballard,40,75.26,02-07-2023,19:12:26
Michael Adams,47,91.81,02-07-2023,19:12:26
Michael Roper,37,57.38,02-07-2023,19:12:26
Joshua Ledet,38,89.82,02-07-2023,19:12:26
Teresa Anderson,37,66.79,02-07-2023,19:12:26
Jennifer Lee,24,56.27,02-07-2023,19:12:26
William Force,45,85.38,02-07-2023,19:12:26
Daniel Ellis,57,93.09,02-07-2023,19:12:26
Dan Reis,53,52.31,02-07-2023,19:12:26
Frances Williams,29,51.22,02-07-2023,19:12:26
Virginia Lykes,46,50.1,02-07-2023,19:12:26
Kathy Gunn,62,39.21,02-07-2023,19:12:26
Sylvia Duclos,23,92.63,02-07-2023,19:12:26
Rico Salizar,24,73.29,02-07-2023,19:12:26
Christine Coulson,59,71.27,02-07-2023,19:12:26
Hershel Lehrman,37,85.96,02-07-2023,19:12:26
Nicholas Collins,46,71.37,02-07-2023,19:12:26
Donna Jackson,37,59.78,02-07-2023,19:12:26
Erika Collelo,29,29.11,02-07-2023,19:12:26
Alexis Mcmillan,37,73.35,02-07-2023,19:12:26
Robert Parker,52,80.08,02-07-2023,19:12:26
Juana Ragone,46,58.75,02-07-2023,19:12:26
Angela Mcclain,45,33.92,02-07-2023,19:12:26
Heather Payne,30,46.86,02-07-2023,19:12:26
Debbie Jacobs,39,38.64,02-07-2023,19:12:26
Sarah Goodrich,44,44.15,02-07-2023,19:12:26
Tiffany Danielsen,50,29.37,02-07-2023,19:12:26
Kathy Page,22,35.69,02-07-2023,19:12:26
Joseph Taylor,52,90.34,02-07-2023,19:12:26
Bethany Sumner,43,39.84,02-07-2023,19:12:26
Robert Ovitt,49,42.79,02-07-2023,19:12:26
Dianne Snyder,59,74.42,02-07-2023,19:12:26
Carol Kelso,47,80.17,02-07-2023,19:12:26
Keith Ortiz,34,97.1,02-07-2023,19:12:26
Christopher Becker,51,37.27,02-07-2023,19:12:26
Lisa Shipley,65,20.74,02-07-2023,19:12:26
Lisa Hernandez,19,77.29,02-07-2023,19:12:26
Margaret Hartung,25,75.51,02-07-2023,19:12:26
Joseph Pena,29,54.44,02-07-2023,19:12:26
Ruben Shield,60,28.38,02-07-2023,19:12:26
Marisol Roseberry,20,43.49,02-07-2023,19:12:26
Katherine Jordan,50,53.13,02-07-2023,19:12:26
Dexter Burkhart,38,58.69,02-07-2023,19:12:26
Marilyn Gonzales,47,94.25,02-07-2023,19:12:26
Rebecca Brown,28,31.43,02-07-2023,19:12:26
Mary Sines,47,27.45,02-07-2023,19:12:26
Wanda Ortega,45,70.01,02-07-2023,19:12:26
Paul Vargas,22,44.72,02-07-2023,19:12:26
Helen Sattler,41,50.17,02-07-2023,19:12:26
Jeremiah Miller,27,42.95,02-07-2023,19:12:26
William Davis,24,27.1,02-07-2023,19:12:26
Aaron Gilliam,59,70.28,02-07-2023,19:12:26
Jessica Rude,28,26.04,02-07-2023,19:12:26
Ezequiel Kirkland,55,89.23,02-07-2023,19:12:26
Caroline Vaughan,60,57.64,02-07-2023,19:12:26
Robin Mcbride,29,61.38,02-07-2023,19:12:26
Sonia Roark,61,63.44,02-07-2023,19:12:26
Margaret Hendon,31,43.07,02-07-2023,19:12:26
Erica Turk,22,48.87,02-07-2023,19:12:26
Kate Reyes,46,44.58,02-07-2023,19:12:26
Carey Todd,54,92.03,02-07-2023,19:12:26
Marian Jackson,44,81.58,02-07-2023,19:12:26
Lauretta Newman,58,88.88,02-07-2023,19:12:26
Magdalene Hogan,34,47.75,02-07-2023,19:12:26
Charles Loftis,58,90.88,02-07-2023,19:12:26
Rachael Terrell,65,89.38,02-07-2023,19:12:26
Ruth Sargent,36,92.19,02-07-2023,19:12:26
Scott York,42,95.87,02-07-2023,19:12:26
Patrice Daugherty,52,91.08,02-07-2023,19:12:26
Phillip Gerke,24,67.51,02-07-2023,19:12:26
Francis Thomas,63,79.75,02-07-2023,19:12:26
Carolyn Cota,29,55.96,02-07-2023,19:12:26
Irene Ellis,34,41.19,02-07-2023,19:12:26
Vincent Loughran,58,40.66,02-07-2023,19:12:26
John Aldrich,25,70.95,02-07-2023,19:12:26
Louella Malizia,26,97.15,02-07-2023,19:12:26
Lorena Brown,25,28.24,02-07-2023,19:12:26
May Simmons,63,32.94,02-07-2023,19:12:26
Charles Clark,44,88.31,02-07-2023,19:12:26
Alison Dearman,46,72.04,02-07-2023,19:12:26
Christopher Lopez,42,91.48,02-07-2023,19:12:26
Katherine Curtis,34,51.59,02-07-2023,19:12:26
Toby Colunga,43,60.45,02-07-2023,19:12:26
Brian Brady,59,49.23,02-07-2023,19:12:26
Therese Burks,25,89.78,02-07-2023,19:12:26
Thomas Jackson,31,49.86,02-07-2023,19:12:26
Ronnie Fehrle,55,78.45,02-07-2023,19:12:26
William Lewis,61,20.25,02-07-2023,19:12:26
Jan Ervin,54,34.1,02-07-2023,19:12:26
Travis Langlois,24,37.4,02-07-2023,19:12:26
Michele Marino,52,44.4,02-07-2023,19:12:26
Angie Towers,50,25.7,02-07-2023,19:12:26
James Harrelson,60,97.31,02-07-2023,19:12:26
Mamie Allen,21,24.23,02-07-2023,19:12:26
Michael Wood,27,84.75,02-07-2023,19:12:26
Daniel Merryman,43,68.13,02-07-2023,19:12:26
Jerry Gonzales,23,27.82,02-07-2023,19:12:26
Benjamin Riley,60,83.36,02-07-2023,19:12:26
Opal Mcneal,30,44.64,02-07-2023,19:12:26
Adrian Hixson,57,58.34,02-07-2023,19:12:26
Cynthia Overall,40,23.39,02-07-2023,19:12:26
Gilbert French,35,20.32,02-07-2023,19:12:26
Maria Sumstad,62,73.96,02-07-2023,19:12:26
Jessica Davis,61,71.34,02-07-2023,19:12:26
Thomas Harp,60,44.31,02-07-2023,19:12:26
Bradley Valentin,34,68.32,02-07-2023,19:12:26
Michael James,63,32.65,02-07-2023,19:12:26
John Holt,21,66.59,02-07-2023,19:12:26
Joseph Charriez,23,26.77,02-07-2023,19:12:26
Colleen Baumann,35,48.41,02-07-2023,19:12:26
Michael Weddle,30,86.97,02-07-2023,19:12:26
Frederick Mcintyre,33,69.21,02-07-2023,19:12:26
Louis Henshaw,28,22.8,02-07-2023,19:12:26
Nilsa Mahon,38,37.54,02-07-2023,19:12:26
Genevieve Schutz,58,83.15,02-07-2023,19:12:26
Oscar Martin,31,56.63,02-07-2023,19:12:26
Stephanie Tomlinson,34,32.11,02-07-2023,19:12:26
Nicole Tellez,35,28.32,02-07-2023,19:12:26
Teresa Thomas,57,99.14,02-07-2023,19:12:26
Jonathan Rivera,62,82.1,02-07-2023,19:12:26
Phyllis Smith,65,47.73,02-07-2023,19:12:26
Susan Cuomo,52,35.39,02-07-2023,19:12:26
Kenneth Moore,37,80.5,02-07-2023,19:12:26
Fannie Keys,49,20.74,02-07-2023,19:12:26
Mark Walters,36,87.91,02-07-2023,19:12:26
Victoria Reavis,33,26.37,02-07-2023,19:12:26
Patricia Tarr,50,90.2,02-07-2023,19:12:26
Matthew Fugate,55,88.43,02-07-2023,19:12:26
Sharita Jacobsen,61,85.74,02-07-2023,19:12:26
Phillip Parrigan,48,51.92,02-07-2023,19:12:26
Bettie Pace,37,26.25,02-07-2023,19:12:26
Maria Bayles,58,28.12,02-07-2023,19:12:26
Stella Potts,33,87.05,02-07-2023,19:12:26
James Mitchell,60,41.42,02-07-2023,19:12:26
Joseph Gilbert,52,82.35,02-07-2023,19:12:26
Rose Corey,32,71.7,02-07-2023,19:12:26
Alejandra Kunkel,22,54.72,02-07-2023,19:12:26
Becky Harper,47,99.57,02-07-2023,19:12:26
Anton Carpenter,56,82.84,02-07-2023,19:12:26
Stephan Gizzi,59,77.33,02-07-2023,19:12:26
Cassie Campbell,48,83.22,02-07-2023,19:12:26
John Ingram,42,31.21,02-07-2023,19:12:26
Russell Albro,59,24.05,02-07-2023,19:12:26
Miriam Johnson,51,52.75,02-07-2023,19:12:26
Kenneth Garcia,31,74.23,02-07-2023,19:12:26
Jo Pressley,64,91.4,02-07-2023,19:12:26
Annie Ratliff,19,40.83,02-07-2023,19:12:26
Julio Lopez,50,51.83,02-07-2023,19:12:26
Mayra Rodriquez,34,64.06,02-07-2023,19:12:26
Rosalina Cooper,51,96.9,02-07-2023,19:12:26
Brenda Reta,34,51.5,02-07-2023,19:12:26
Mary Allen,42,72.4,02-07-2023,19:12:26
Robert Rose,65,84.38,02-07-2023,19:12:26
Daniel Dyer,41,81.05,02-07-2023,19:12:26
Esther Morales,49,67.43,02-07-2023,19:12:26
Kimberly Sheppard,51,63.55,02-07-2023,19:12:26
Monty Townsend,30,42.35,02-07-2023,19:12:26
Tracy Wood,47,85.69,02-07-2023,19:12:26
Henry Geren,56,47.37,02-07-2023,19:12:26
Sara Singleton,52,53.15,02-07-2023,19:12:26
Hazel Canaday,38,89.78,02-07-2023,19:12:26
Robert Mccurley,61,75.26,02-07-2023,19:12:26
Carla Hoyle,58,54.74,02-07-2023,19:12:26
Patrick Archibald,50,25.43,02-07-2023,19:12:26
John Roby,30,25.92,02-07-2023,19:12:26
Melvin Petrash,39,79.5,02-07-2023,19:12:26
Sara Witherspoon,52,74.48,02-07-2023,19:12:26
Kathryn Martinez,61,75.33,02-07-2023,19:12:26
Dionne Foppiano,29,54.34,02-07-2023,19:12:26
John Emberling,24,64.26,02-07-2023,19:12:26
David Dean,38,68.65,02-07-2023,19:12:26
Bill Hanna,54,21.99,02-07-2023,19:12:26
Alvin Jones,21,58.74,02-07-2023,19:12:26
Angelita Ahmad,64,97.98,02-07-2023,19:12:26
Shirley Manke,40,79.61,02-07-2023,19:12:26
Adam Vieira,41,82.3,02-07-2023,19:12:26
Terrell James,62,54.34,02-07-2023,19:12:26
Elvira Kremen,37,58.62,02-07-2023,19:12:26
Rita Bates,60,49.08,02-07-2023,19:12:26
Amy Abel,40,83.02,02-07-2023,19:12:26
Eldon Silver,45,64.93,02-07-2023,19:12:26
Danette Jackson,36,52.29,02-07-2023,19:12:26
Helen Robinson,42,68.32,02-07-2023,19:12:26
Heidi Austin,30,51.56,02-07-2023,19:12:26
Linda Davis,58,46.77,02-07-2023,19:12:26
Asa Garland,46,87.4,02-07-2023,19:12:26
Robert Garner,46,41.52,02-07-2023,19:12:26
Eric Mcmillian,34,79.32,02-07-2023,19:12:26
Greta Coleman,25,67.39,02-07-2023,19:12:26
Gregory Allen,48,81.05,02-07-2023,19:12:26
Edith Drown,40,96.63,02-07-2023,19:12:26
Tony Zaragoza,51,71.13,02-07-2023,19:12:26
Barbara Phernetton,22,56.32,02-07-2023,19:12:26
Lee Walker,56,38.79,02-07-2023,19:12:26
Andres Stebbins,43,53.73,02-07-2023,19:12:26
Autumn Ruark,29,33.02,02-07-2023,19:12:26
George Muniz,18,91.43,02-07-2023,19:12:26
Patricia Newton,19,76.2,02-07-2023,19:12:26
Carole Robinson,25,54.28,02-07-2023,19:12:26
Esther Briscoe,25,35.45,02-07-2023,19:12:26
Isabel Boulds,55,73.59,02-07-2023,19:12:26
Frances Green,30,80.33,02-07-2023,19:12:26
Larry Jackson,25,85.04,02-07-2023,19:12:26
Laura Richard,46,72.8,02-07-2023,19:12:26
Albert Paige,49,71.72,02-07-2023,19:12:26
Marie Wells,49,60.36,02-07-2023,19:12:26
Latoya Arnold,18,32.79,02-07-2023,19:12:26
Catherine Raines,63,31.5,02-07-2023,19:12:26
Donald Swisher,36,49.54,02-07-2023,19:12:26
Billy Luttrell,50,48.49,02-07-2023,19:12:26
Diana Eldridge,42,65.63,02-07-2023,19:12:26
Amanda Dagostino,32,55.21,02-07-2023,19:12:26
Mattie Levin,64,33.12,02-07-2023,19:12:26
Mark Brooks,21,96.66,02-07-2023,19:12:26
Ione Rodriguez,49,36.53,02-07-2023,19:12:26
Michelle Rose,64,28.34,02-07-2023,19:12:26
Ruth Parker,40,97.74,02-07-2023,19:12:26
Chris Webster,43,26.99,02-07-2023,19:12:26
Virginia Casillas,30,54.0,02-07-2023,19:12:26
Ken Pedone,30,75.16,02-07-2023,19:12:26
Lizzie Gillespie,39,66.25,02-07-2023,19:12:26
Barry Sauceda,46,92.96,02-07-2023,19:12:26
Derrick Haun,24,92.64,02-07-2023,19:12:26
Sarah Haywood,18,20.02,02-07-2023,19:12:26
Robert Ross,30,88.15,02-07-2023,19:12:26
Beth Aguila,55,37.63,02-07-2023,19:12:26
Ethel Lucio,29,59.97,02-07-2023,19:12:26
Margaret Kay,53,98.51,02-07-2023,19:12:26
Nicolas Castillo,39,75.75,02-07-2023,19:12:26
James Simonds,58,61.56,02-07-2023,19:12:26
Mark Sartori,57,61.16,02-07-2023,19:12:26
Michele Sanders,19,47.81,02-07-2023,19:12:26
Stanley Glidden,49,56.89,02-07-2023,19:12:26
Viola Grimmett,37,69.67,02-07-2023,19:12:26
Emanuel Word,63,60.08,02-07-2023,19:12:26
Eugene Parker,32,89.97,02-07-2023,19:12:26
Nancy Ballew,49,78.83,02-07-2023,19:12:26
Jessica Davies,52,57.19,02-07-2023,19:12:26
Megan Rector,33,88.22,02-07-2023,19:12:26
Jerry Nicklas,39,98.89,02-07-2023,19:12:26
Sarah Snerling,29,46.17,02-07-2023,19:12:26
William Fuller,46,76.7,02-07-2023,19:12:26
Era Rooks,22,82.11,02-07-2023,19:12:26
Jamie Sauers,54,82.22,02-07-2023,19:12:26
Joseph Mariska,23,94.08,02-07-2023,19:12:26
Christine Loeb,54,93.69,02-07-2023,19:12:26
Kent Capetillo,26,26.51,02-07-2023,19:12:26
Brittney Farney,64,87.89,02-07-2023,19:12:26
Kenneth Hebert,36,37.49,02-07-2023,19:12:26
Alicia Baridon,20,53.77,02-07-2023,19:12:26
Marlon Mace,54,56.09,02-07-2023,19:12:26
Virgil Ivan,48,95.0,02-07-2023,19:12:26
Tim Rivers,19,46.44,02-07-2023,19:12:26
Judy Sergent,58,46.33,02-07-2023,19:12:26
Diane Mcmath,56,97.66,02-07-2023,19:12:26
Russell Golson,50,78.09,02-07-2023,19:12:26
Pat Serviss,31,85.35,02-07-2023,19:12:26
Constance Petersen,38,67.92,02-07-2023,19:12:26
Rebecca Reeder,55,23.09,02-07-2023,19:12:26
Keisha Musson,26,98.88,02-07-2023,19:12:26
Patricia Palmer,39,73.58,02-07-2023,19:12:26
Karen Vanegas,29,72.22,02-07-2023,19:12:26
Harry Helm,35,21.82,02-07-2023,19:12:26
Elizabeth Saechao,35,22.78,02-07-2023,19:12:26
Ann Hight,34,52.32,02-07-2023,19:12:26
Esteban Harkins,43,79.91,02-07-2023,19:12:26
Robyn Howarter,56,55.94,02-07-2023,19:12:26
Kristi Hugill,61,59.97,02-07-2023,19:12:26
Jackie Vance,36,55.57,02-07-2023,19:12:26
Maria Pizarro,42,65.19,02-07-2023,19:12:26
Brenda Carpenter,27,74.8,02-07-2023,19:12:26
Lorraine Parkerson,37,43.48,02-07-2023,19:12:27
Lawrence Clingerman,30,32.17,02-07-2023,19:12:27
Werner Brownlee,30,53.31,02-07-2023,19:12:27
Annette Staley,37,48.41,02-07-2023,19:12:27
Sue Dehetre,23,90.89,02-07-2023,19:12:27
Jeffrey Bennett,47,39.87,02-07-2023,19:12:27
Arlene Avila,22,81.56,02-07-2023,19:12:27
Brian Zarate,58,29.12,02-07-2023,19:12:27
Charles Magee,47,61.23,02-07-2023,19:12:27
Robert Mendoza,19,72.17,02-07-2023,19:12:27
Curtis Manchester,28,42.29,02-07-2023,19:12:27
Christina Eastham,47,87.1,02-07-2023,19:12:27
Bobby Apana,63,94.16,02-07-2023,19:12:27
Robert Krantz,47,54.35,02-07-2023,19:12:27
Jan Thompson,53,54.7,02-07-2023,19:12:27
Maribel Dimond,52,22.25,02-07-2023,19:12:27
Maude Wright,25,33.19,02-07-2023,19:12:27
Richard Gilles,47,42.57,02-07-2023,19:12:27
Patricia Beason,35,88.5,02-07-2023,19:12:27
Terry Norris,39,56.74,02-07-2023,19:12:27
Ramiro Torres,62,23.28,02-07-2023,19:12:27
Ann Romeo,25,61.08,02-07-2023,19:12:27
John Sines,22,27.88,02-07-2023,19:12:27
Myrtle Burt,55,87.2,02-07-2023,19:12:27
Ora Garon,65,91.37,02-07-2023,19:12:27
Evelyn Segrest,18,24.8,02-07-2023,19:12:27
Patricia Taylor,54,84.17,02-07-2023,19:12:27
Mary Burgess,37,89.13,02-07-2023,19:12:27
Eve Cruz,46,53.21,02-07-2023,19:12:27
Jim Gilliam,60,81.68,02-07-2023,19:12:27
Neal Higgins,31,20.28,02-07-2023,19:12:27
William Krause,49,27.54,02-07-2023,19:12:27
Viola Davis,36,40.46,02-07-2023,19:12:27
Todd Mccarthy,37,98.44,02-07-2023,19:12:27
Stephanie Dunlap,30,91.75,02-07-2023,19:12:27
Margaret Davis,46,52.43,02-07-2023,19:12:27
Thomas Moses,58,55.73,02-07-2023,19:12:27
Lisa Lehrman,60,35.91,02-07-2023,19:12:27
Patricia Sampieri,37,32.0,02-07-2023,19:12:27
Amy Conway,45,86.53,02-07-2023,19:12:27
Sabrina Cabrera,57,76.2,02-07-2023,19:12:27
Jean Forshey,36,61.88,02-07-2023,19:12:27
Karen Delvalle,40,23.78,02-07-2023,19:12:27
Evelyn Owens,55,44.67,02-07-2023,19:12:27
James Conlisk,50,52.64,02-07-2023,19:12:27
John Rohde,41,84.69,02-07-2023,19:12:27
Vicki Brown,31,82.48,02-07-2023,19:12:27
Ronald Noblett,50,29.72,02-07-2023,19:12:27
Andrew Burdick,47,56.04,02-07-2023,19:12:27
Nickie Maisano,43,82.52,02-07-2023,19:12:27
Kenneth Loftin,32,31.13,02-07-2023,19:12:27
Nelia Terry,27,97.78,02-07-2023,19:12:27
Francisco Johnson,50,76.44,02-07-2023,19:12:27
Scott Merriman,57,43.23,02-07-2023,19:12:27
Samatha Simpson,22,32.58,02-07-2023,19:12:27
Moises Varin,27,92.39,02-07-2023,19:12:27
Robert Flores,40,34.01,02-07-2023,19:12:27
Donald Beach,39,35.75,02-07-2023,19:12:27
Roy Buffalo,59,93.93,02-07-2023,19:12:27
Courtney Obrien,23,77.57,02-07-2023,19:12:27
Harry Urda,41,65.18,02-07-2023,19:12:27
Geralyn Mcintosh,50,34.74,02-07-2023,19:12:27
Eden Maughan,25,35.66,02-07-2023,19:12:27
Lynda Phillips,64,23.7,02-07-2023,19:12:27
Maxine Devito,38,96.92,02-07-2023,19:12:27
Lamont Wells,26,55.65,02-07-2023,19:12:27
James Trilli,60,27.7,02-07-2023,19:12:27
Wallace Benson,25,38.23,02-07-2023,19:12:27
Elizabeth Hayek,45,84.08,02-07-2023,19:12:27
Ronny Clark,59,20.61,02-07-2023,19:12:27
William Kerns,64,23.35,02-07-2023,19:12:27
Heidi Baker,57,39.98,02-07-2023,19:12:27
Mary Crayton,44,83.82,02-07-2023,19:12:27
Christina Pelletier,62,46.38,02-07-2023,19:12:27
Adrian Rideout,25,94.78,02-07-2023,19:12:27
Marlon Oconnor,56,30.82,02-07-2023,19:12:27
Christina Dickerman,25,34.08,02-07-2023,19:12:27
Bobby Jones,60,45.18,02-07-2023,19:12:27
Michael Charity,57,61.01,02-07-2023,19:12:27
Teresa Jones,36,27.66,02-07-2023,19:12:27
Norman Erickson,43,59.53,02-07-2023,19:12:27
David Bradford,35,45.36,02-07-2023,19:12:27
Yvette Genova,42,44.51,02-07-2023,19:12:27
Brent Coviello,57,43.0,02-07-2023,19:12:27
Lizette Merwin,20,86.12,02-07-2023,19:12:27
Bradley Massie,43,64.0,02-07-2023,19:12:27
Jason Barron,60,62.54,02-07-2023,19:12:27
Raymond Nasuti,20,46.26,02-07-2023,19:12:27
Betty Ezzell,28,48.73,02-07-2023,19:12:27
Valentin Soto,62,25.52,02-07-2023,19:12:27
Joseph Scheunemann,56,34.25,02-07-2023,19:12:27
Christine Margeson,54,49.65,02-07-2023,19:12:27
Shirley Decarlo,26,56.67,02-07-2023,19:12:27
Michele Strop,46,56.83,02-07-2023,19:12:27
Emily Loveall,51,85.78,02-07-2023,19:12:27
Lillian Floyd,36,20.71,02-07-2023,19:12:27
Bernard Roberts,26,67.76,02-07-2023,19:12:27
Sidney Keeney,29,71.09,02-07-2023,19:12:27
Darrell Terry,51,29.15,02-07-2023,19:12:27
George Morrell,56,75.83,02-07-2023,19:12:27
William Whitaker,57,38.03,02-07-2023,19:12:27
Francis Bohannon,48,52.56,02-07-2023,19:12:27
Delbert Davis,48,32.14,02-07-2023,19:12:27
Rachel Rutledge,64,98.56,02-07-2023,19:12:27
Tonya Curran,27,68.9,02-07-2023,19:12:27
James Baker,42,44.22,02-07-2023,19:12:27
Frank Allgood,62,50.89,02-07-2023,19:12:27
Steven Jones,42,91.27,02-07-2023,19:12:27
Jorge Reel,31,56.3,02-07-2023,19:12:27
Roxanne Reimer,37,73.36,02-07-2023,19:12:27
Oliver Mason,59,76.35,02-07-2023,19:12:27
Frank Mcclarty,33,22.99,02-07-2023,19:12:27
Linda Palmer,29,49.99,02-07-2023,19:12:27
Robert Robinson,22,21.0,02-07-2023,19:12:27
Dorothy Baker,23,63.29,02-07-2023,19:12:27
Scott Graham,60,20.28,02-07-2023,19:12:27
Charlotte Letarte,54,97.86,02-07-2023,19:12:27
Anthony Mandala,30,31.98,02-07-2023,19:12:27
Ruth Richardson,47,42.36,02-07-2023,19:12:27
Delores Gardner,28,44.07,02-07-2023,19:12:27
Terence Coleman,31,32.87,02-07-2023,19:12:27
David Murphy,20,87.45,02-07-2023,19:12:27
Cyndy Dunn,61,21.44,02-07-2023,19:12:27
Bryan Oliver,64,45.93,02-07-2023,19:12:27
Brenda Alcazar,64,93.29,02-07-2023,19:12:27
Angela Delrio,31,30.3,02-07-2023,19:12:27
Ashley Lovell,45,80.58,02-07-2023,19:12:27
David Sadler,25,46.14,02-07-2023,19:12:27
Jennie Avila,43,73.05,02-07-2023,19:12:27
James Holt,19,36.93,02-07-2023,19:12:27
Jeffrey Freeman,28,38.5,02-07-2023,19:12:27
Lorraine Pollock,30,76.99,02-07-2023,19:12:27
Margie Harrigan,46,86.04,02-07-2023,19:12:27
James Bowman,48,31.46,02-07-2023,19:12:27
Dan Natividad,62,46.69,02-07-2023,19:12:27
Carlos Quinn,44,41.93,02-07-2023,19:12:27
Lisa Lewis,42,84.79,02-07-2023,19:12:27
Elizabeth Bartz,36,74.76,02-07-2023,19:12:27
William Ruppe,56,25.75,02-07-2023,19:12:27
Marion Dudenhoeffer,26,23.1,02-07-2023,19:12:27
Debra Broenneke,52,39.4,02-07-2023,19:12:27
Michael Cooper,47,64.58,02-07-2023,19:12:27
Henry Narcisse,47,74.65,02-07-2023,19:12:27
Susanne Ziola,49,26.68,02-07-2023,19:12:27
Sonia Jones,42,93.02,02-07-2023,19:12:27
Manuel Grabowski,19,57.76,02-07-2023,19:12:27
Steven Zimmerman,44,97.77,02-07-2023,19:12:27
Thomas Camp,47,35.84,02-07-2023,19:12:27
Henry Dunbar,50,41.1,02-07-2023,19:12:27
Terry Liddle,62,28.85,02-07-2023,19:12:27
